review_id,feature,opinion,sentiment,token,engagement
451,0,drink,good,9HOblwxXJJg,1,"I don't see why a 45 a week nutrient rich drink is a good idea, that seems insanely eensive to me."
451,0,drink,rich,9HOblwxXJJg,1,"I don't see why a 45 a week nutrient rich drink is a good idea, that seems insanely eensive to me."
453,0,trier,convenient,9HOblwxXJJg,1,It'd be more convenient to try it haha.
454,0,luck,Good,9HOblwxXJJg,2,Good luck with the marathon again!
457,1,luck,Good,9HOblwxXJJg,2,"Good luck on your marathon, I donated some money last week!"
458,1,review,unbiased,cS7GuR5JQ5U,0,I was looking for an unbiased review of this Huel stuff.
460,1,purchase,ok,cS7GuR5JQ5U,0,It is ok to buy something due to a marketing campaign.
466,0,thing,many,pU0zxq-jwXc,2,"You inspired me to do many thing, one main one was starting my own YouTube channel."
469,0,thing,interesting,pU0zxq-jwXc,1,"Jamie, this might be the most interesting thing I've seen on your channel."
470,0,life,daily,pU0zxq-jwXc,0,"its so badass to see about your daily life, its interesting and I sure as hell can't get enough."
473,0,work,great,pU0zxq-jwXc,3,"Loving the vlogs Jamie, glad you've now managed to find a way to make the Huel taste delicious and great ideas about what to do to your stream in order to improve it, loving what you're doing dude really great work!"
473,0,work,dude,pU0zxq-jwXc,3,"Loving the vlogs Jamie, glad you've now managed to find a way to make the Huel taste delicious and great ideas about what to do to your stream in order to improve it, loving what you're doing dude really great work!"
473,0,work,delicious,pU0zxq-jwXc,3,"Loving the vlogs Jamie, glad you've now managed to find a way to make the Huel taste delicious and great ideas about what to do to your stream in order to improve it, loving what you're doing dude really great work!"
480,0,work,good,pU0zxq-jwXc,1,Keep up the good work and I'll see you on the stream!
482,0,education,hard,OihlXHipMWE,2,I've been on a Sunday - Friday 100% Huel diet for almost a year now (Saturday I enjoy what I want within reason) I train hard and have a physical job.
482,0,life,not lean,OihlXHipMWE,3,I have to say I have never been so lean and fit in my life and feel absolutely amazing at 45.
482,0,life,fit,OihlXHipMWE,3,I have to say I have never been so lean and fit in my life and feel absolutely amazing at 45.
482,0,feel,amazing,OihlXHipMWE,3,I have to say I have never been so lean and fit in my life and feel absolutely amazing at 45.
482,0,health,monthly,OihlXHipMWE,0,I have six monthly health and blood checks at my GP and everything is spot on or better than spot on.
486,0,review,awful,OihlXHipMWE,-3,awful review.
492,0,people,unfortunate,OihlXHipMWE,0,"I can only drink, so that's who it's for... unfortunate people like me I'll be on this for 2 entire weeks"
494,0,products,other,OihlXHipMWE,1,"Could you do a video talking more about its taste, fiber content, and personal opinion compared to other products like soylent?"
497,1,review,Rubbish,T_UxOi-p6oI,0,Rubbish review - agree with the other negative comments.
497,1,tasting,pleasant,T_UxOi-p6oI,2,"I'm trying (quite pleasant tasting) Huel as partial meal replacement for particular health reasons, and finding it fine so far."
497,1,nutrition,healthy,T_UxOi-p6oI,0,"Will I take it with me on long travels to ensure easy, healthy nutrition when I'm miles from food I can tolerate?"
497,1,water,clean,T_UxOi-p6oI,-1,Just add clean water from my water to go and shake.
497,1,water,clean,T_UxOi-p6oI,-1,Just add clean water from my water to go and shake.
497,1,powder,not white,T_UxOi-p6oI,1,I just hope border guards don't confuse the white Huel powder with illicit substances....
499,0,breakfast,full,T_UxOi-p6oI,1,ambronite is nice but i can drink one with a full breakfast and not feel full.
499,0,feel,not full,T_UxOi-p6oI,1,ambronite is nice but i can drink one with a full breakfast and not feel full.
500,2,products,different,T_UxOi-p6oI,0,"This guy is clearly a stooge for Ambronite, he makes a 6:42 video purporting to be reviewing 3 different products but gives about 85% air time to just 1 of those products."
500,2,products,different,T_UxOi-p6oI,0,"This guy is clearly a stooge for Ambronite, he makes a 6:42 video purporting to be reviewing 3 different products but gives about 85% air time to just 1 of those products."
500,2,product,likely,T_UxOi-p6oI,0,Ambronite is also the product most likely to lead to liver toxicity because of its vitamin profile and costs a staggering 225 per week compared to the others at 45 a week.
500,2,product,certain,T_UxOi-p6oI,2,It is the nature of fads to capitalise on perceived superiority of a certain product or method in order to justify charging erbitant amounts for something which isn't actually better but simply markets itself as the 'elite' or 'superior' option.
500,2,amounts,erbitant,T_UxOi-p6oI,2,It is the nature of fads to capitalise on perceived superiority of a certain product or method in order to justify charging erbitant amounts for something which isn't actually better but simply markets itself as the 'elite' or 'superior' option.
502,12,taste,sick,T_UxOi-p6oI,0,You said you were sick of the taste but you are the one who chose to drink it instead of the alternatives because of some imagined benefit of what's in it.
502,12,drink,chose,T_UxOi-p6oI,0,You said you were sick of the taste but you are the one who chose to drink it instead of the alternatives because of some imagined benefit of what's in it.
503,0,quality,overall,T_UxOi-p6oI,0,"I totally agree on the texture, but the ingredients and overall quality are the key to me."
503,0,taste,different,T_UxOi-p6oI,0,"Huel has an easy, ""different"" taste profile, but Ambronite has better healthy fat content, too."
503,0,profile,easy,T_UxOi-p6oI,0,"Huel has an easy, ""different"" taste profile, but Ambronite has better healthy fat content, too."
503,0,content,fat,T_UxOi-p6oI,0,"Huel has an easy, ""different"" taste profile, but Ambronite has better healthy fat content, too."
503,0,content,healthy,T_UxOi-p6oI,0,"Huel has an easy, ""different"" taste profile, but Ambronite has better healthy fat content, too."
504,0,water,radioactive,T_UxOi-p6oI,1,it work well with radioactive water .
509,1,product,safe,zAQCQXevV_0,1,"Hey Ambronite team, I just read about your product on the internet and I would like to know... Is your product actually safe for comsumption on a daily bases?"
509,1,product,safe,zAQCQXevV_0,1,"Hey Ambronite team, I just read about your product on the internet and I would like to know... Is your product actually safe for comsumption on a daily bases?"
509,1,boost,more,zAQCQXevV_0,1,Or is it more like a temporary boost for times when you need productivity?
511,2,food,organic,zAQCQXevV_0,1,"Seems cool but with soylent their goal is to provide food for a growing population, but with this product you need organic food first."
511,2,food,organic,zAQCQXevV_0,1,"Seems cool but with soylent their goal is to provide food for a growing population, but with this product you need organic food first."
513,1,luck,Good,zAQCQXevV_0,2,We'll see... Good luck guys!
515,0,nutrients,opposed,zAQCQXevV_0,0,"years ago i knew that at some indefinite point in the future humans, eventually, would begin drinking their nutrients as opposed to eating it."
517,0,taste,not good,zAQCQXevV_0,1,"If it tastes good it will sell, if not, it won't make enough sales."
517,0,taste,important,zAQCQXevV_0,0,The taste is a very important feature to sell to the masses.
523,0,content,better,OoEF-lmyKAo,0,your content is better than most fitness you tubers.
526,0,things,great,OoEF-lmyKAo,2,Looks like great things are headed your way brother!
533,1,price,not appealing,4tJSiWODRyc,2,"I just did some calculations and conversions and if I include shipping in Canada and a 15% discount for subscribing and it's still adds up to $14 a meal... for that price I can go get a green GMO free deluxe lunch or couple of fresh cold pressed large green drinks... That price is not appealing, super nutritious and high quality product but very pricy wow."
533,1,cold,fresh,4tJSiWODRyc,2,"I just did some calculations and conversions and if I include shipping in Canada and a 15% discount for subscribing and it's still adds up to $14 a meal... for that price I can go get a green GMO free deluxe lunch or couple of fresh cold pressed large green drinks... That price is not appealing, super nutritious and high quality product but very pricy wow."
533,1,drinks,green,4tJSiWODRyc,2,"I just did some calculations and conversions and if I include shipping in Canada and a 15% discount for subscribing and it's still adds up to $14 a meal... for that price I can go get a green GMO free deluxe lunch or couple of fresh cold pressed large green drinks... That price is not appealing, super nutritious and high quality product but very pricy wow."
533,1,drinks,large,4tJSiWODRyc,2,"I just did some calculations and conversions and if I include shipping in Canada and a 15% discount for subscribing and it's still adds up to $14 a meal... for that price I can go get a green GMO free deluxe lunch or couple of fresh cold pressed large green drinks... That price is not appealing, super nutritious and high quality product but very pricy wow."
533,1,price,not appealing,4tJSiWODRyc,2,"I just did some calculations and conversions and if I include shipping in Canada and a 15% discount for subscribing and it's still adds up to $14 a meal... for that price I can go get a green GMO free deluxe lunch or couple of fresh cold pressed large green drinks... That price is not appealing, super nutritious and high quality product but very pricy wow."
533,1,product,high,4tJSiWODRyc,2,"I just did some calculations and conversions and if I include shipping in Canada and a 15% discount for subscribing and it's still adds up to $14 a meal... for that price I can go get a green GMO free deluxe lunch or couple of fresh cold pressed large green drinks... That price is not appealing, super nutritious and high quality product but very pricy wow."
534,2,mix,good,4tJSiWODRyc,0,you should recommend customers get a nutri bullet or you should sell one - you really cant mix this stuff in a bottle by shaking - it needs good mix in the nutri and then its solid!
534,2,mix,good,4tJSiWODRyc,0,you should recommend customers get a nutri bullet or you should sell one - you really cant mix this stuff in a bottle by shaking - it needs good mix in the nutri and then its solid!
534,2,results,good,4tJSiWODRyc,1,Overall i like it we will finish our first 2 boxes if we find the results are good then the team will order lots more!
536,1,products,nice,4tJSiWODRyc,2,I hope you can keep going and making more nice products.
537,0,food,liquid,4tJSiWODRyc,2,"I'm a lover and consumer of liquid food, and I'd love to try Ambronite so bad."
537,0,trier,bad,4tJSiWODRyc,2,"I'm a lover and consumer of liquid food, and I'd love to try Ambronite so bad."
537,0,trier,love,4tJSiWODRyc,2,"I'm a lover and consumer of liquid food, and I'd love to try Ambronite so bad."
537,0,problem,only,4tJSiWODRyc,-1,My only problem is the price .
537,0,others,eensive,4tJSiWODRyc,0,I understand why is more eensive than the others but I just can't afford it .
538,2,balance,solid,4tJSiWODRyc,1,Flax seed is a good choice; adds both a solid omega-3 balance and smoothie consistency.
538,2,balance,omega-3,4tJSiWODRyc,1,Flax seed is a good choice; adds both a solid omega-3 balance and smoothie consistency.
538,2,work,hard,4tJSiWODRyc,2,"Sounds like great stuff, really appreciate the hard work!"
541,2,protein,main,SEkXUVcaxnU,3,My main sources for protein and nutrients is : Paradise Orac-Energy Greens (talk about complete food) Jarrow Formula Chlorella Hemp Protein ... and a whole bunch of other stuff depending on what Im doing.
541,2,food,complete,SEkXUVcaxnU,3,My main sources for protein and nutrients is : Paradise Orac-Energy Greens (talk about complete food) Jarrow Formula Chlorella Hemp Protein ... and a whole bunch of other stuff depending on what Im doing.
