"","index","asin","feature","helpful","opinion","overall","sentiment","token","unixReviewTime","feature_LEMMA","opinion_LEMMA","feature_STEM","opinion_STEM","cluster_number_set","cluster_number_feature","cluster_number_opinion"
"121",43,"B000GIPIY4","product","[0, 0]","good",3,0,"This product is good if you are just look for a little standard protein to add in a shake or mix with some yogurt.",1366243200,"product","good","product","good","1","1","1"
"122",43,"B000GIPIY4","protein","[0, 0]","standard",3,0,"This product is good if you are just look for a little standard protein to add in a shake or mix with some yogurt.",1366243200,"protein","standard","protein","standard","0","1","0"
"123",43,"B000GIPIY4","protein","[0, 0]","little",3,0,"This product is good if you are just look for a little standard protein to add in a shake or mix with some yogurt.",1366243200,"protein","little","protein","littl","0","1","1"
"124",43,"B000GIPIY4","building","[0, 0]","buying",3,0,"But if you are buying it to build muscle, get the Pro Complex blend.",1366243200,"building","buying","build","buy","0","0","0"
"125",43,"B000GIPIY4","work","[0, 0]","better",3,0,"It works much better in the gains department.",1366243200,"work","good","work","better","0","1","1"
"126",43,"B000GIPIY4","flavor","[0, 0]","favorite",3,1,"If you want to bulk, get the Pro Complex Gainer.Other than that, the vanilla is my favorite flavor.",1366243200,"flavor","favorite","flavor","favorit","1","1","1"
"127",43,"B000GIPIY4","others","[0, 0]","easy",3,0,"Also this is very easy on my digestive system, unlike others I have tried.",1366243200,"others","easy","other","easi","0","0","1"
"128",44,"B000GIPIY4","taste","[0, 0]","great",5,2,"The taste is great and it mixes easily.",1326240000,"taste","great","tast","great","1","1","1"
"129",44,"B000GIPIY4","results","[0, 0]","great",5,2,"After a week of using it at least once per day, I am seeing great results on my 4HB diet.",1326240000,"result","great","result","great","1","1","1"
"130",44,"B000GIPIY4","product","[0, 0]","all-around",5,0,"The product is an all-around 5-star earner in my book.",1326240000,"product","all-around","product","all-around","0","1","0"
"131",45,"B000GIPIY4","protein","[68, 71]","big",5,0,"I've been a big user of Whey protein shakes, mainly Nature's Best Isopure brand (because it's lactose-free).",1204243200,"protein","big","protein","big","0","1","1"
"132",45,"B000GIPIY4","brand","[68, 71]","Best",5,0,"I've been a big user of Whey protein shakes, mainly Nature's Best Isopure brand (because it's lactose-free).",1204243200,"brand","best","brand","best","1","1","1"
"133",45,"B000GIPIY4","trier","[68, 71]","decided",5,1,"I decided to try Optimum Nutrition's egg white protein because I had read great reviews for Optimum Nutrition's protein shakes online.",1204243200,"trier","decided","trier","decid","1","1","1"
"134",45,"B000GIPIY4","protein","[68, 71]","white",5,1,"I decided to try Optimum Nutrition's egg white protein because I had read great reviews for Optimum Nutrition's protein shakes online.",1204243200,"protein","white","protein","white","0","1","0"
"135",45,"B000GIPIY4","protein","[68, 71]","great",5,1,"I decided to try Optimum Nutrition's egg white protein because I had read great reviews for Optimum Nutrition's protein shakes online.",1204243200,"protein","great","protein","great","1","1","1"
"136",45,"B000GIPIY4","reviews","[68, 71]","great",5,1,"I decided to try Optimum Nutrition's egg white protein because I had read great reviews for Optimum Nutrition's protein shakes online.",1204243200,"review","great","review","great","0","1","1"
"137",45,"B000GIPIY4","tastes","[68, 71]","great",5,1,"I've got to say that they are correct--this shake tastes just like chocolate milk!PROS-The shake really does taste great.",1204243200,"taste","great","tast","great","1","1","1"
"138",45,"B000GIPIY4","taste","[68, 71]","great",5,1,"I've got to say that they are correct--this shake tastes just like chocolate milk!PROS-The shake really does taste great.",1204243200,"taste","great","tast","great","1","1","1"
"139",45,"B000GIPIY4","protein","[68, 71]","good",5,1,"You get a good serving of protein (23 or 27 g per scoop) and there's something like 40 scoops in the container.-Again the taste--just great.CONS-The ad claims that it is instantized (you can mix it with a spoon).",1204243200,"protein","good","protein","good","1","1","1"
"140",45,"B000GIPIY4","thing","[68, 71]","good",5,1,"The good thing is the taste makes up for it so I've never minded that.One last observation: whey protein seems to be ""lighter"" than this.",1204243200,"thing","good","thing","good","1","1","1"
"141",45,"B000GIPIY4","protein","[68, 71]","whey",5,1,"The good thing is the taste makes up for it so I've never minded that.One last observation: whey protein seems to be ""lighter"" than this.",1204243200,"protein","whey","protein","whey","1","1","1"
"142",45,"B000GIPIY4","brand","[68, 71]","particular",5,-1,"I'm not sure if it's this particular brand or all egg protein shakes in general, but drinking my standard 1.5 scoops in the morning really fills me up!",1204243200,"brand","particular","brand","particular","0","1","0"
"143",45,"B000GIPIY4","feel","[68, 71]","full",5,1,"I feel a little heavy or full, almost like I've eaten a really big meal as I'm heading out the door.",1204243200,"feel","full","feel","full","0","1","0"
"144",45,"B000GIPIY4","feel","[68, 71]","heavy",5,1,"I feel a little heavy or full, almost like I've eaten a really big meal as I'm heading out the door.",1204243200,"feel","heavy","feel","heavi","0","1","0"
"145",45,"B000GIPIY4","meal","[68, 71]","big",5,1,"I feel a little heavy or full, almost like I've eaten a really big meal as I'm heading out the door.",1204243200,"meal","big","meal","big","0","0","1"
"146",46,"B000GIPIY4","protein","[0, 0]","good",3,1,"A fairly good protein in my opinion, not the best but a good price and decent product.",1360713600,"protein","good","protein","good","1","1","1"
"147",46,"B000GIPIY4","product","[0, 0]","decent",3,1,"A fairly good protein in my opinion, not the best but a good price and decent product.",1360713600,"product","decent","product","decent","0","1","2"
"148",46,"B000GIPIY4","content","[0, 0]","high",3,1,"The salt content is very high, which some occurs naturaly but I've seen other egg protein powders with less salt.Flavor is good, not the best but ok.",1360713600,"content","high","content","high","0","0","1"
"149",46,"B000GIPIY4","powders","[0, 0]","other",3,1,"The salt content is very high, which some occurs naturaly but I've seen other egg protein powders with less salt.Flavor is good, not the best but ok.",1360713600,"powder","other","powder","other","1","1","1"
"150",47,"B000GIPIY4","protein","[0, 0]","favorite",5,1,"my favorite protein powder.",1344556800,"protein","favorite","protein","favorit","1","1","1"
"151",47,"B000GIPIY4","taste","[0, 0]","good",5,1,"Has a sweet cake batter smell to it and taste good.",1344556800,"taste","good","tast","good","1","1","1"
"152",49,"B000GIPIY4","products","[0, 0]","whey",5,0,"I began using Optimum Chocolate Egg Protein powder 3 months ago when i was looking for an alternative to whey products.",1306886400,"product","whey","product","whey","1","1","1"
"153",51,"B000GIPIY4","tasting","[0, 0]","decent",4,0,"Inexpensive, healthy, and decent tasting",1344384000,"tasting","decent","tast","decent","0","1","2"
"154",51,"B000GIPIY4","intolerant","[0, 0]","lactose",4,0,"This protein powder was purchased as a response to realizing that my wife is lactose intolerant.",1344384000,"intolerant","lactose","intoler","lactos","1","1","1"
"155",51,"B000GIPIY4","protein","[0, 0]","whey",4,-2,"She's tried the whey protein and found that it upsets her digestive system, causes nausea, cramping, bloating, and all the other side effects of lactose intolerance.",1344384000,"protein","whey","protein","whey","1","1","1"
"156",51,"B000GIPIY4","effects","[0, 0]","other",4,-2,"She's tried the whey protein and found that it upsets her digestive system, causes nausea, cramping, bloating, and all the other side effects of lactose intolerance.",1344384000,"effect","other","effect","other","0","0","1"
"157",51,"B000GIPIY4","intolerance","[0, 0]","lactose",4,-2,"She's tried the whey protein and found that it upsets her digestive system, causes nausea, cramping, bloating, and all the other side effects of lactose intolerance.",1344384000,"intolerance","lactose","intoler","lactos","0","0","1"
"158",51,"B000GIPIY4","intolerance","[0, 0]","other",4,-2,"She's tried the whey protein and found that it upsets her digestive system, causes nausea, cramping, bloating, and all the other side effects of lactose intolerance.",1344384000,"intolerance","other","intoler","other","0","0","1"
"159",51,"B000GIPIY4","protein","[0, 0]","white",4,1,"I recommended that we try egg white protein, and have had excellent results.",1344384000,"protein","white","protein","white","0","1","0"
"160",51,"B000GIPIY4","results","[0, 0]","excellent",4,1,"I recommended that we try egg white protein, and have had excellent results.",1344384000,"result","excellent","result","excel","0","1","1"
"161",51,"B000GIPIY4","powder","[0, 0]","fat",4,1,"The powder by itself is pretty low-calorie, low fat, low carb, high in protein, and has a decent flavor.",1344384000,"powder","fat","powder","fat","0","1","1"
"162",51,"B000GIPIY4","powder","[0, 0]","high",4,1,"The powder by itself is pretty low-calorie, low fat, low carb, high in protein, and has a decent flavor.",1344384000,"powder","high","powder","high","0","1","1"
"163",51,"B000GIPIY4","powder","[0, 0]","carb",4,1,"The powder by itself is pretty low-calorie, low fat, low carb, high in protein, and has a decent flavor.",1344384000,"powder","carb","powder","carb","0","1","0"
"164",51,"B000GIPIY4","powder","[0, 0]","low-calorie",4,1,"The powder by itself is pretty low-calorie, low fat, low carb, high in protein, and has a decent flavor.",1344384000,"powder","low-calorie","powder","low-calori","0","1","0"
"165",51,"B000GIPIY4","protein","[0, 0]","high",4,1,"The powder by itself is pretty low-calorie, low fat, low carb, high in protein, and has a decent flavor.",1344384000,"protein","high","protein","high","1","1","1"
"166",51,"B000GIPIY4","protein","[0, 0]","fat",4,1,"The powder by itself is pretty low-calorie, low fat, low carb, high in protein, and has a decent flavor.",1344384000,"protein","fat","protein","fat","0","1","1"
"167",51,"B000GIPIY4","protein","[0, 0]","low-calorie",4,1,"The powder by itself is pretty low-calorie, low fat, low carb, high in protein, and has a decent flavor.",1344384000,"protein","low-calorie","protein","low-calori","0","1","0"
